mean_width,mean_height,mean_r,mean_g,mean_b,std_r,std_g,std_b,n_mean_r,n_mean_g,n_mean_b,n_std_r,n_std_g,n_std_b
663.7767,650.8082,128.1342,149.1929,119.6442,11.9889,5.8140,1.8391,0.5025,0.5851,0.4692,0.0470,0.0228,0.0072
